event_id,user_id,timestamp,event_type,resource_id,sensitive_resource_flag,records_accessed,device_id,new_device_flag,permission_change_flag,new_permission_level,beneficiary_id,new_beneficiary_flag,transaction_amount,exceeds_limit_flag,session_duration_minutes,role,actor_type,peer_group_id,typical_login_hour,login_hour_spread,avg_session_minutes,avg_txn_amount,txn_amount_spread,transaction_limit,home_device,event_hour,login_hour_deviation,login_deviation_score,after_hours_flag,after_hours_score,device_deviation_score,session_duration_deviation,session_deviation_score,transaction_amount_deviation,transaction_amount_score,transaction_frequency,transaction_frequency_score,peer_avg_session,peer_avg_transaction,peer_avg_login_hour,peer_session_event_deviation,peer_session_score,peer_transaction_event_deviation,peer_transaction_score,peer_login_event_deviation,peer_login_score,peer_deviation_score,m2_behavior_score,m2_behavior_risk_level
E0015,U001,2026-03-02 08:13:00,login,,0,0,DEV-018,0,0,,,0,0.0,0,0.0,analyst,employee,PG1,9.59856699614471,0.5175075286558668,31.00117273476477,166.96322144464682,118.37654569968149,800.0,DEV-018,8,1.5985669961447098,100,1,100,0,31.00117273476477,0,166.96322144464682,0,0,0,43.38252115509712,485.23346069121055,10.13513479157514,43.38252115509712,0,485.23346069121055,0,2.1351347915751404,60,18.0,31.8,LOW-MODERATE
E0026,U001,2026-03-02 08:52:00,file_access,RES-012,0,12,DEV-018,0,0,,,0,0.0,0,0.0,analyst,employee,PG1,9.59856699614471,0.5175075286558668,31.00117273476477,166.96322144464682,118.37654569968149,800.0,DEV-018,8,1.5985669961447098,0,0,0,0,31.00117273476477,0,166.96322144464682,0,0,0,43.38252115509712,485.23346069121055,10.13513479157514,43.38252115509712,0,485.23346069121055,0,2.1351347915751404,0,0.0,0.0,LOW
E0044,U001,2026-03-02 09:39:00,transaction,,0,0,DEV-018,0,0,,BEN-011,0,138.99,0,0.0,analyst,employee,PG1,9.59856699614471,0.5175075286558668,31.00117273476477,166.96322144464682,118.37654569968149,800.0,DEV-018,9,0.5985669961447098,0,0,0,0,31.00117273476477,0,27.97322144464681,0,1,0,43.38252115509712,485.23346069121055,10.13513479157514,43.38252115509712,0,346.24346069121054,30,1.1351347915751404,0,12.0,1.2,LOW
E0055,U001,2026-03-02 10:12:00,logout,,0,0,DEV-018,0,0,,,0,0.0,0,119.0,analyst,employee,PG1,9.59856699614471,0.5175075286558668,31.00117273476477,166.96322144464682,118.37654569968149,800.0,DEV-018,10,0.40143300385529024,0,0,0,0,87.99882726523524,100,166.96322144464682,0,0,0,43.38252115509712,485.23346069121055,10.13513479157514,75.61747884490288,60,485.23346069121055,0,0.1351347915751404,0,18.0,16.8,LOW
E0105,U001,2026-03-03 09:14:00,login,,0,0,DEV-018,0,0,,,0,0.0,0,0.0,analyst,employee,PG1,9.59856699614471,0.5175075286558668,31.00117273476477,166.96322144464682,118.37654569968149,800.0,DEV-018,9,0.5985669961447098,30,0,0,0,31.00117273476477,0,166.96322144464682,0,0,0,43.38252115509712,485.23346069121055,10.13513479157514,43.38252115509712,0,485.23346069121055,0,1.1351347915751404,30,9.0,6.9,LOW
E0109,U001,2026-03-03 09:23:00,file_access,RES-016,0,1,DEV-018,0,0,,,0,0.0,0,0.0,analyst,employee,PG1,9.59856699614471,0.5175075286558668,31.00117273476477,166.96322144464682,118.37654569968149,800.0,DEV-018,9,0.5985669961447098,0,0,0,0,31.00117273476477,0,166.96322144464682,0,0,0,43.38252115509712,485.23346069121055,10.13513479157514,43.38252115509712,0,485.23346069121055,0,1.1351347915751404,0,0.0,0.0,LOW
E0117,U001,2026-03-03 09:47:00,logout,,0,0,DEV-018,0,0,,,0,0.0,0,33.0,analyst,employee,PG1,9.59856699614471,0.5175075286558668,31.00117273476477,166.96322144464682,118.37654569968149,800.0,DEV-018,9,0.5985669961447098,0,0,0,0,1.9988272652352315,0,166.96322144464682,0,0,0,43.38252115509712,485.23346069121055,10.13513479157514,10.382521155097123,0,485.23346069121055,0,1.1351347915751404,0,0.0,0.0,LOW
E0172,U001,2026-03-04 09:00:00,login,,0,0,DEV-018,0,0,,,0,0.0,0,0.0,analyst,employee,PG1,9.59856699614471,0.5175075286558668,31.00117273476477,166.96322144464682,118.37654569968149,800.0,DEV-018,9,0.5985669961447098,30,0,0,0,31.00117273476477,0,166.96322144464682,0,0,0,43.38252115509712,485.23346069121055,10.13513479157514,43.38252115509712,0,485.23346069121055,0,1.1351347915751404,30,9.0,6.9,LOW
E0177,U001,2026-03-04 09:09:00,file_access,RES-007,0,4,DEV-018,0,0,,,0,0.0,0,0.0,analyst,employee,PG1,9.59856699614471,0.5175075286558668,31.00117273476477,166.96322144464682,118.37654569968149,800.0,DEV-018,9,0.5985669961447098,0,0,0,0,31.00117273476477,0,166.96322144464682,0,0,0,43.38252115509712,485.23346069121055,10.13513479157514,43.38252115509712,0,485.23346069121055,0,1.1351347915751404,0,0.0,0.0,LOW
E0178,U001,2026-03-04 09:16:00,transaction,,0,0,DEV-018,0,0,,BEN-004,0,195.81,0,0.0,analyst,employee,PG1,9.59856699614471,0.5175075286558668,31.00117273476477,166.96322144464682,118.37654569968149,800.0,DEV-018,9,0.5985669961447098,0,0,0,0,31.00117273476477,0,28.846778555353183,0,1,0,43.38252115509712,485.23346069121055,10.13513479157514,43.38252115509712,0,289.42346069121055,30,1.1351347915751404,0,12.0,1.2,LOW
E0192,U001,2026-03-04 09:43:00,logout,,0,0,DEV-018,0,0,,,0,0.0,0,43.0,analyst,employee,PG1,9.59856699614471,0.5175075286558668,31.00117273476477,166.96322144464682,118.37654569968149,800.0,DEV-018,9,0.5985669961447098,0,0,0,0,11.998827265235231,0,166.96322144464682,0,0,0,43.38252115509712,485.23346069121055,10.13513479157514,0.38252115509712326,0,485.23346069121055,0,1.1351347915751404,0,0.0,0.0,LOW
E0264,U001,2026-03-05 09:13:00,login,,0,0,DEV-018,0,0,,,0,0.0,0,0.0,analyst,employee,PG1,9.59856699614471,0.5175075286558668,31.00117273476477,166.96322144464682,118.37654569968149,800.0,DEV-018,9,0.5985669961447098,30,0,0,0,31.00117273476477,0,166.96322144464682,0,0,0,43.38252115509712,485.23346069121055,10.13513479157514,43.38252115509712,0,485.23346069121055,0,1.1351347915751404,30,9.0,6.9,LOW
